RID	Regulator	Target	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
RID00022	HAGLR	ZEB1	0.50205	-0.0812	0.19864	0.0498	0.00924	-0.01813	0.16338	0.08493	0.1765	0.21228	0.23556	0.3666	0.4194	-0.08759	0.0335	0.15333	-0.02999	0.08427	0.11662	-0.08015	0.06703	0.35435	-0.04591	0.27159	0.08824	0.05355	0.02058	0.00431	0.00588	-0.09881	-0.00354	0.2695	-0.16758
RID00023	TDRG1	VEGFA	0.3253	-0.01247	-0.03936	-0.02009	-0.10672	0.02295	0.16529	-0.05255	0.01736	-0.02314	-0.11094	-0.14845	0.11695	0.09874	0.05888	0.02062	-0.00376	-0.02448	0.00195	-0.02535	0.23174	0.06192	-0.04206	-0.00201	-0.03155	-0.01404	0.07988	-0.12713	0.09444	-0.23262	-0.01809	0.39369	0.17756
RID00024	LIFR-AS1	TNFAIP3	0.23511	0.00145	-0.02808	-0.01856	0.55706	0.16428	0.4367	0.01672	-0.19004	0.07356	-0.11915	0.13316	-0.04864	-0.03202	-0.05179	0.22279	-0.04331	-0.04347	0.03691	0.02374	-0.07504	-0.14243	0.04808	0.3085	0.17231	-0.06737	0.10027	0.17982	-0.03544	0.04871	0.05512	0.09462	0.43873
RID00025	THORLNC	YAP1	-0.09786	0.00457	0.08132	-0.01626	-0.26363	0.05265	0.37782	-0.04661	0.15337	0.01505	0.36668	0.09283	0.00195	0.10103	0.09478	0.02215	0.06258	0.00294	-0.09284	0.03158	-0.09892	0.06122	-0.00721	-0.04086	0.01605	-0.00728	0.05064	0.12254	-0.0172	-0.06545	-0.01255	-0.08891	-0.12395
RID00026	LINC00339	FOXM1	0.21286	0.28828	0.00992	0.23592	0.1114	0.05822	0.0725	0.21216	0.0207	0.21457	0.39276	0.03946	-0.04465	0.05819	0.34699	0.18485	0.0239	0.03716	0.12297	0.24892	-0.09375	0.06529	0.01018	0.0146	0.28281	0.05156	0.12715	0.0575	0.1655	0.35218	0.24537	0.21879	-0.1419
RID00028	CBR3-AS1	TGFB1	0.12855	-0.25024	0.01671	-0.12751	-0.16153	-0.1718	0.02145	-0.11865	0.03563	-0.16433	-0.19407	-0.07864	-0.00769	-0.14304	-0.27178	0.19199	0.08929	-0.00161	0.22628	0.24687	-0.16089	-0.22076	-0.21135	-0.12356	-0.18392	-0.04416	-0.0421	-0.08001	-0.12651	0.05315	-0.03442	0.17975	0.13932
RID00029	CBR3-AS1	PHGDH	0.11997	0.09634	-0.08923	0.15862	0.24347	-0.03272	0.20849	-0.00426	0.27417	0.17214	0.08334	-0.01796	-0.01792	-0.08658	-0.27459	0.1708	0.05162	0.02143	-0.00434	0.22041	-0.13368	-0.07533	0.03389	-0.15799	0.11193	0.02067	0.11635	-0.34675	0.28089	-0.27559	-0.04783	0.01682	-0.05913
RID00030	HOTAIR	CDKN1A	0.1392	-0.02092	-0.0284	-0.09515	-0.17442	-0.02645	-0.11388	-0.21502	-0.10189	-0.10651	0.10445	-0.03493	0.07698	-0.08457	0.01902	-0.02095	-0.0496	-0.11778	-0.12995	0.00768	-0.03799	-0.00336	0.02959	-0.13144	-0.01412	-0.00248	-0.03439	0.35612	-0.00604	0.15181	0.00636	0.39293	0.01016
RID00031	HOTAIR	RUNX3	-0.04266	0.1833	0.01337	-0.05974	0.29741	0.0327	0.12766	0.07085	0.00768	0.24339	0.29569	0.07168	-0.08032	0.07216	0.55786	0.3347	-0.0154	0.09743	0.50176	0.01311	0.20806	0.05489	0.18823	0.06483	0.32896	-0.18126	0.00147	-0.1351	0.09336	0.18778	0.0251	0.40522	-0.02822
RID00032	ZEB2-AS1	HMGB1	0.24502	-0.10791	-0.16697	-0.12433	0.00956	-0.16155	0.34386	-0.18293	0.11189	0.03583	0.23472	0.18203	0.36541	-0.13747	0.02396	0.06637	-0.23514	-0.14589	0.42245	0.05426	0.0274	0.10016	-0.16563	-0.01241	-0.24295	0.2661	-0.18412	0.05495	0.0507	-0.2155	0.04208	-0.00407	0.63915
RID00034	SNHG12	ELAVL1	0.33753	0.07601	0.09511	-0.09123	0.03738	0.21805	0.12397	-0.01124	-0.0667	0.00486	0.24291	-0.01102	0.06552	0.0059	0.27345	0.28574	0.10932	0.02607	0.02737	0.15646	0.06691	-0.02161	-0.18163	0.11415	0.09756	0.05048	0.25292	-0.22262	0.11102	-0.1523	-0.0267	-0.28946	0.11578
RID00036	CYTOR	NRP1	0.5681	0.35494	0.19126	-0.00319	0.31024	0.37739	-0.0816	0.28588	0.19665	0.23582	0.81173	0.17038	0.16224	-0.02355	0.54363	0.32521	0.0706	0.15757	0.08	0.06792	0.13934	0.27972	0.04185	0.2566	0.04873	0.23165	0.27216	-0.00263	0.13993	-0.1588	0.07637	0.35229	0.66138
RID00037	MALAT1	HMGB1	-0.06799	-0.15267	-0.2025	-0.01775	0.34995	-0.23865	0.0811	0.04599	0.20757	0.13974	0.09954	-0.19418	0.26118	0.00456	0.16087	0.27298	-0.21332	0.09381	-0.02324	0.08663	0.15252	-0.00853	-0.28248	-0.28498	0.12335	0.1813	-0.02496	0.42767	0.14065	0.21208	-0.15877	0.01585	0.63075
RID00038	NEAT1	STAT3	0.12389	0.07379	0.17728	0.08409	0.01821	0.18468	0.21276	0.12376	0.31688	-0.15189	0.00931	0.02269	-0.03914	0.29614	0.25922	0.15103	0.10799	0.01193	0.2493	0.2175	0.00636	0.43227	0.09853	0.23851	0.23531	-0.01	0.17817	0.46294	-0.00306	0.60292	-0.00437	0.52692	0.27307
RID00039	MALAT1	STAT3	0.17475	0.00442	-0.04678	0.15106	0.15758	0.11934	0.35234	-0.06702	0.18109	0.03403	0.15447	-0.04967	0.10677	0.08319	0.06605	0.25651	-0.07147	0.07696	0.28314	0.28864	0.25999	0.19777	0.08482	0.06986	0.31458	0.12398	0.08798	0.44319	0.02784	0.44259	0.00582	0.26519	0.39302
RID00040	SNHG5	CASP1	-0.06709	0.03093	0.00959	-0.04862	0.11771	0.12065	-0.20538	0.05283	0.06403	0.00876	0.22621	0.07459	0.07303	-0.1122	0.03841	0.0136	0.02714	0.10829	-0.18756	-0.09089	-0.1496	0.1938	-0.00806	-0.03171	-0.1432	-0.00397	0.07634	-0.18908	-0.23216	-0.30665	-0.00016	-0.15693	0.01357
RID00041	FOXP4-AS1	LATS1	-0.02835	-0.01291	0.00635	0.23408	0.13467	-0.04389	0.02058	-0.02968	0.04643	-0.00942	0.06025	-0.0653	-0.02483	0.01229	0.01321	0.04611	0.01314	0.28118	-0.05783	0.36851	-0.13626	0.11153	-0.20354	-0.08895	0.05207	0.01603	-0.0616	0.36272	0.17513	0.22541	-0.01736	0.09519	0.14351
RID00042	TUG1	miR-29c	-0.15164	-0.02833	-0.0889	0.05422	0.04546	0.08388	0.11379	-0.08415	0.11761	-0.07702	-0.19122	0.02645	-0.00656	-0.14473	-0.10881	-0.02025	0.04763	0.03634	-0.11031	0.03975	-0.10101	-0.06379	-0.08169	0.1235	0.04121	-0.02854	-0.02937	0.03978	-0.06597	0.06808	0.05793	0.00018	0.25802
RID00045	STAT1	LINC00174	-0.04457	-0.07582	-0.06666	-0.05569	-0.03583	-0.04918	0.27553	0.08379	0.07812	-0.11692	0.05893	0.02373	0.01718	0.02624	0.06528	-0.00169	0.00996	-0.08314	-0.074	0.2677	-0.1271	0.16055	0.24323	0.05208	-0.04425	-0.07861	0.08862	0.20537	-0.19166	0.34997	-0.04122	-0.02191	0.43657
RID00046	LINC00174	TAZ	0.1321	0.2228	0.21896	0.39958	0.37028	0.31633	0.5443	0.18124	0.70399	0.29079	0.08816	0.63413	0.69572	0.19705	0.6931	0.2117	0.49742	0.42128	0.43148	0.48048	0.55351	0.40526	0.15882	0.34832	0.15389	0.2213	0.46553	-0.53586	0.51846	0.09533	0.37327	0.53581	0.79699
RID00047	TP73-AS1	EZH2	0.36361	0.3249	-0.05442	0.10871	0.03694	-0.0669	-0.05618	0.00677	0.35628	0.25798	0.14748	0.20429	0.31924	0.00715	0.27177	0.36313	0.15817	0.20279	0.17088	0.42104	-0.03543	0.11999	0.19427	-0.05183	0.20054	0.1795	-0.00106	0.67983	0.14415	-0.44469	0.21418	0.24357	0.32628
RID00049	MIR22HG	DAPK1	0.25166	0.04021	0.09322	-0.0138	0.50607	0.24374	0.5959	-0.0357	0.0116	0.07771	0.30333	0.12781	0.29324	-0.0334	0.05054	0.27955	0.23669	0.09889	0.01028	0.33033	0.17367	0.1688	0.00684	0.08926	-0.03958	-0.11137	0.29218	0.23809	0.08449	0.09535	0.04817	0.24639	0.24561
RID00050	MEG3	miR-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.02981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RID00052	SOX21-AS1	CDKN1A	-0.08478	-0.01227	-0.00733	0.07026	0.14216	0.07897	0.07558	-0.02961	-0.13322	-0.13632	0.00639	0.18809	-0.05538	-0.04529	-0.03299	0.0936	0.11897	-0.05469	0.08802	0.00873	0.0343	0.10395	-0.01431	-0.00427	-0.06594	0.00756	0.0514	0.29984	0.09933	0.21708	0.02276	0.0274	0.26818
RID00053	DICER1-AS1	ATG5	0.14705	-0.05357	-0.06906	-0.06587	0.06003	-0.19041	-0.16745	-0.15772	-0.14208	-0.08911	-0.12118	-0.1978	-0.1086	0.28664	-0.17087	0.02043	-0.21851	-0.0788	-0.19055	0.08726	-0.18014	-0.05044	-0.40231	-0.14869	-0.07142	0.02314	-0.00566	-0.30426	0.01705	-0.51388	-0.19111	0.0012	0.53338
RID00055	FOXO1	RP11-838N2.4	0.06454	0.34402	0.1478	0.09258	0.12002	0.35958	0.26555	0.08998	0.1936	-0.03993	0.0184	0.24642	0.23883	0.23903	0.24298	-0.02574	0.08846	0.01428	0.22326	0.31342	0.05798	0.29662	0.01881	-0.02318	-0.07395	-0.04652	0.22883	0.30318	0.33206	0.7232	0.15468	0.28229	0.2108
RID00056	FTX	PPARG	-0.1175	0.13342	0.06208	0.14943	0.30176	-0.13214	0.37394	-0.00809	-0.00105	0.10698	0.28382	0.13077	0.28058	-0.11274	0.06687	0.13023	-0.03339	0.04106	0.03056	0.00874	0.12527	-0.08282	0.09329	0.00828	0.04982	0.13943	-0.13422	0.51517	-0.07633	0.0511	0.02275	-0.06615	0.11811
RID00057	MIR31HG	miR-31	NA	0.30022	0.08016	0.24333	NA	0.0816	NA	0.24072	0.03541	0.27222	0.00155	0.67144	0.14185	-0.01767	NA	NA	0.59102	0.27153	0.90158	0.16608	0.4097	0.06191	0.26902	-0.00212	0.07877	0.1702	0.57249	0.16609	0.24175	NA	0.00306	NA	NA
RID00061	TFAP4	TRERNA1	0.10241	-0.09087	0.07576	-0.02298	0.03199	0.0617	0.07378	0.0145	-0.04772	-0.05734	-0.078	0.11911	-0.10489	-0.02657	-0.14735	0.17047	0.02292	-0.13368	-0.1388	0.04892	0.05223	-0.073	0.00914	-0.06991	-0.0376	-0.14245	-0.00754	-0.16032	-0.09565	-0.04191	-0.00978	0.11843	-0.1324
RID00062	PVT1	TGFB1	0.04633	0.06506	-0.06553	-0.0403	-0.03969	-0.12987	-0.01736	-0.02855	0.07957	-0.00698	0.51461	0.31841	0.19779	-0.09002	0.3341	0.16798	0.005	0.01742	-0.15416	-0.04124	0.1184	-0.12075	-0.05531	-0.14585	-0.01558	-0.03147	-0.07975	-0.25635	0.18224	0.1409	-0.05673	0.00038	0.24603
RID00063	PVT1	SMAD2	0.07784	-0.08062	-0.00802	-0.0339	0.37015	-0.06034	-0.09181	0.12749	0.03095	-0.02588	0.08991	-0.18891	-0.07799	0.07405	0.13923	0.18294	-0.04659	-0.02686	0.10949	0.12053	-0.12646	0.17399	-0.1027	-0.06604	-0.05113	0.02783	0.06679	-0.21295	-0.13733	-0.025	-0.02949	0.06802	0.38696
RID00064	PVT1	SMAD3	0.10996	0.05238	0.16424	0.03038	0.08552	0.01934	-0.10496	-0.06727	-0.01091	0.02798	-0.07992	0.09918	0.12103	0.2907	0.11454	0.17214	-0.01572	0.02662	0.18156	0.15321	0.15626	0.2231	-0.08639	-0.00672	-0.0274	-0.0607	-0.00598	-0.35755	0.06952	-0.05385	-0.00364	0.10766	0.4467
RID00065	PVT1	SMAD4	-0.06434	-0.0826	-0.05118	-0.02311	0.33545	-0.08534	-0.17177	0.09669	0.02569	0.0432	0.00336	-0.11014	-0.09201	0.12926	0.18234	-0.00261	-0.05805	-0.06231	0.09928	0.16195	-0.21086	0.19292	-0.04645	-0.00338	-0.0402	0.07792	0.1008	-0.04245	-0.02369	-0.14201	-0.02811	0.12818	0.34127
RID00067	XIST	WNT1	-0.13448	0.16824	0.07514	-0.04112	-0.01704	-0.02343	-0.03228	-0.01502	0.0228	-0.01122	-0.14644	0.16722	0.02344	0.00442	-0.00228	0.00916	0.0049	-0.00925	-0.01665	-0.02239	-0.01324	-0.09432	0.00442	-0.07573	0.12342	0.08186	0.11594	-0.14446	0.09399	-0.02784	-0.03158	-0.15582	-0.08835
RID00070	PVT1	ULK1	-0.10899	-0.02629	0.09504	-0.08085	0.0125	0.05687	-0.18983	0.118	-0.01697	0.04691	-0.10444	0.31011	0.10365	-0.09699	0.09098	0.08209	0.15495	0.10869	0.02124	0.04204	-0.01397	-0.03593	0.01364	0.03989	-0.00852	0.0333	0.00139	-0.33081	0.24637	0.08648	0.03148	0.04524	0.34996
RID00072	NEAT1	CDH1	0.03131	-0.0104	-0.12907	-0.01968	0.21718	-0.11737	0.3859	0.02212	0.07214	-0.08666	0.17332	0.13047	0.02191	-0.04419	-0.01208	0.15023	-0.01322	0.05839	-0.03553	0.00859	0.11714	-0.05451	-0.03444	0.08184	0.19421	-0.0413	0.17289	0.20122	-0.15645	0.46839	-0.10952	0.02978	0.07272
RID00073	KCNQ1OT1	EZR	0.32154	-0.09021	-0.12018	0.17293	0.07886	-0.21237	0.07603	0.12667	0.19624	0.06801	-0.01538	-0.11841	0.14859	-0.17632	0.02157	0.37279	-0.16506	0.07458	-0.07361	0.14805	0.05973	-0.14383	-0.1984	0.16425	0.01128	-0.05112	-0.0718	-0.0048	0.21899	0.34504	-0.09345	-0.03117	0.35958
RID00074	CDKN1A	SNHG1	-0.05323	-0.10357	-0.06983	-0.0864	-0.19018	-0.11618	0.00937	-0.16192	-0.28415	-0.27603	-0.0821	0.01543	-0.12109	-0.02459	0.05206	0.03564	-0.13252	-0.23992	-0.10587	-0.04014	0.12182	-0.04452	-0.2332	-0.10006	-0.13425	-0.18589	0.01828	-0.16366	-0.17003	-0.22612	-0.18677	0.21691	-0.28638
RID00076	SNHG7	GALNT7	-0.0112	-0.09807	-0.09701	-0.13047	-0.18622	-0.11194	-0.21925	-0.0758	-0.10819	-0.14292	-0.11385	-0.08495	-0.14632	0.19293	-0.14843	0.07096	0.0116	-0.08162	-0.2011	0.03582	-0.16361	-0.14857	-0.15711	-0.25403	-0.22114	-0.11479	-0.00428	0.04883	0.08596	-0.13748	0.01353	-0.09197	-0.28699
RID00077	UCA1	ABCB1	0.02155	0.07456	-0.03133	0.0599	-0.04639	-0.01369	-0.06219	0.20671	0.17754	-0.03284	0.12106	0.08419	0.11725	0.13155	-0.12157	0.05898	0.01773	-0.03355	-0.0887	-0.01217	-0.08835	-0.11595	0.12879	0.11928	-0.03724	-0.0253	-0.02757	-0.05465	-0.06858	0.17729	-0.05054	0.00316	0.11507
RID00078	FENDRR	RUNX1	0.08654	0.13921	-0.02064	0.16627	0.29324	0.18103	-0.01601	0.13307	-0.03265	0.10222	0.07288	0.00564	0.2417	0.09674	0.08603	0.26073	0.04138	0.0722	0.1048	0.07064	0.01916	0.01438	0.30205	0.20732	-0.11147	0.21359	0.02348	0.60747	-0.11109	-0.03074	0.11265	-0.0649	0.40173
RID00079	FEZF1-AS1	AKT3	-0.06019	0.07233	-0.01505	-0.04151	-0.14045	-0.05269	0.1526	-0.16329	-0.03857	0.16455	-0.00419	-0.08154	0.0739	-0.01879	-0.10542	0.09973	-0.05869	0.07251	0.00198	0.06268	-0.26895	0.06916	0.0254	-0.09289	-0.02376	0.05634	-0.12676	0.18278	0.1056	0.36968	0.01186	-0.01669	0.12409
RID00080	NEAT1	IGF2	0.04975	0.03999	-0.01107	-0.05345	0.13634	-0.03096	0.06092	-0.05057	-0.08021	-0.09691	0.03418	0.05736	0.07282	-0.01782	0.02264	-0.06371	-0.02434	0.01525	-0.19062	-0.02206	0.01048	0.02372	-0.01541	0.10309	-0.08387	-0.0463	-0.00987	0.1966	-0.06211	0.24384	0.01433	-0.08242	-0.08456
RID00082	BCAR4	MTOR	0.03869	0.06049	-0.06963	0.04349	0.14115	-0.02907	0.17442	-0.05605	0.25041	0.02098	-0.00527	0.08918	0.0238	0.14812	0.0261	0.01236	0.04302	0.08714	0.03851	0.09966	0.12834	0.01186	0.07121	0.0086	0.04628	-0.06406	0.10519	0.11552	0.14922	0.03796	-0.01434	-0.03136	0.27385
RID00083	BCAR4	VIM	-0.11636	-0.04996	-0.02122	-0.04249	-0.16871	-0.00692	0.13991	-0.09191	-0.09232	0.07097	-0.09308	-0.10801	0.006	-0.01115	-0.07864	0.13379	-0.04313	0.02895	-0.0776	-0.02851	-0.05636	-0.06828	-0.01301	-0.02672	0.05227	0.00675	-0.04217	-0.1161	0.14446	0.12748	-0.06699	-0.09982	0.01257
RID00084	BCAR4	CDH2	0.06331	-0.03304	-0.01141	-0.01689	-0.05713	0.01611	0.05936	-0.05107	0.02451	0.11519	-0.04821	-0.11216	0.00869	-0.02601	0.02196	0.07508	-0.03817	-0.01625	-0.06601	0.0043	0.17376	0.1342	-0.01866	-0.01478	0.00376	0.03983	-0.01488	-0.06348	0.10318	-0.01077	-0.04264	-0.05635	0.61977
RID00085	BCAR4	CDH1	0.11926	0.04149	-0.01195	0.01924	0.28677	0.00849	0.15419	0.05561	0.00162	-0.03338	-0.02376	-0.02501	0.02737	0.03529	0.01415	0.0648	0.12111	0.01849	0.02691	0.07229	0.12035	0.16012	-0.0257	-0.1226	-0.0592	-0.05698	-0.00372	0.31656	0.17273	0.09853	-0.00147	0.18645	0.04398
RID00088	TUG1	MKI67	0.51183	0.19189	0.3311	0.3493	0.17018	0.42048	0.62799	0.21772	0.54169	0.30091	0.27004	0.1952	0.24949	0.13697	0.33545	0.45529	0.32008	0.33392	0.43678	0.50768	0.25561	0.34265	0.32851	0.54098	0.28915	0.19068	0.40092	0.41229	0.17136	0.15346	0.38498	0.26504	0.30667
RID00089	TUG1	HOXB7	0.1897	0.25309	0.04565	0.26452	0.13436	0.10537	-0.17373	0.01682	-0.06645	0.1634	0.51062	0.12937	0.44715	-0.193	0.07457	0.26522	0.15815	0.22004	0.08375	0.14817	0.31539	0.06774	0.00458	0.1895	-0.17002	0.23486	0.13679	0.3423	-0.01266	-0.08557	0.15573	0.15012	0.07333
RID00090	TUG1	EZH2	0.42953	0.24602	0.25062	0.31645	0.34069	0.35929	0.57674	0.30827	0.44246	0.19376	0.30494	0.43146	0.56178	0.32065	0.32972	0.48937	0.35154	0.33494	0.44442	0.451	0.36866	0.31254	0.30767	0.41563	0.37614	0.30252	0.45738	0.34919	0.21445	0.00052	0.35485	0.12168	0.65651
RID00091	TP53	TUG1	0.38872	0.24005	0.20358	0.31685	0.63046	0.00927	0.60528	0.24258	0.47603	0.28772	0.39472	0.48256	0.5639	0.29486	0.44724	0.4895	0.24933	0.20619	0.26123	0.28573	0.26993	0.33241	0.41031	0.03049	0.22301	0.36763	0.17404	0.41237	0.52999	-0.02304	0.28331	0.07135	0.05832
RID00093	CASC15	SOX4	0.15457	0.65413	0.47653	0.68998	0.58961	0.27617	0.16694	0.79788	0.76173	0.45606	0.42721	0.35924	0.57582	0.45223	0.3068	0.49828	0.25063	0.55056	0.56713	0.61411	0.45806	0.46354	0.1325	0.63477	0.52047	0.67321	0.37354	0.63037	0.68215	0.84976	0.45317	0.16753	0.5462
RID00094	CASC2	PLXNC1	0.36481	0.08481	0.21512	0.05908	-0.19687	0.30286	0.36159	0.19127	0.50775	0.16016	0.06942	0.42946	0.4083	-0.0953	0.34012	0.07458	0.16377	0.13922	0.14248	0.27004	0.33771	0.50688	0.33153	0.04119	0.16538	0.11936	0.18689	0.39421	-0.00259	0.3461	0.15906	0.23259	0.38048
RID00095	miR-21	CASC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
